date,AFG-new_deaths,AFG-stringency_index,AFG-new_cases,AFG-new_people_vaccinated_smoothed,VIE-new_deaths,VIE-stringency_index,VIE-new_cases,VIE-new_people_vaccinated_smoothed,BRA-new_deaths,BRA-stringency_index,BRA-new_cases,BRA-new_people_vaccinated_smoothed,IND-new_deaths,IND-stringency_index,IND-new_cases,IND-new_people_vaccinated_smoothed,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,excess_mortality_cumulative_absolute,excess_mortality_cumulative,excess_mortality,excess_mortality_cumulative_per_million
13-07-2021,58,56.02,1236,1933,7,79.17,2744,14679,1659,56.94,48566,1033248,622,81.94,38865,3229283,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14-07-2021,74,56.02,754,1399,6,79.17,2830,20136,1536,56.94,56097,971400,583,81.94,41733,3192106,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15-07-2021,60,56.02,1210,1222,69,79.17,4049,22383,1609,56.94,54398,970699,542,81.94,38949,2491039,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16-07-2021,89,56.02,1198,1044,18,79.17,4004,26172,1389,56.94,42915,939028,560,81.94,38079,2534289,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
17-07-2021,26,56.02,1173,867,0,79.17,4710,26697,1271,56.94,49030,930260,518,81.94,41157,2674609,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
18-07-2021,49,56.02,378,690,29,79.17,4843,29042,481,56.94,16747,908336,499,81.94,38164,2874917,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
19-07-2021,66,56.02,897,690,80,79.17,4335,30315,668,56.94,16756,931739,374,81.94,30093,2825715,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20-07-2021,53,56.02,915,690,0,79.17,5427,31997,1379,56.94,31149,959447,3998,81.94,42015,2475525,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
21-07-2021,27,56.02,348,690,36,79.17,5537,26141,1400,56.94,55836,979315,507,78.24,41383,2389959,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
22-07-2021,32,56.02,421,690,0,79.17,7125,26593,1431,56.94,48681,954997,483,78.24,35342,2546995,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
23-07-2021,32,56.02,256,690,0,79.17,8688,27062,1291,56.94,107120,996207,546,78.24,39097,2593513,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
24-07-2021,36,56.02,227,690,0,79.17,7956,29591,1081,56.94,34648,993944,535,78.24,39742,2641990,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
25-07-2021,32,56.02,205,690,0,79.17,6260,35171,479,56.94,18256,997139,416,78.24,39361,2522776,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
26-07-2021,52,52.31,414,690,154,79.17,5174,46837,625,56.94,21442,962294,415,74.54,29689,2874767,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
27-07-2021,38,52.31,723,690,0,79.17,10774,77597,1289,56.94,43591,918030,640,74.54,43654,2943978,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
28-07-2021,62,52.31,544,690,106,79.17,6519,111746,1373,56.94,47049,890106,640,74.54,43509,3183723,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
29-07-2021,38,52.31,444,690,392,79.17,9765,129485,1341,56.94,41321,847813,555,74.54,44230,3170798,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30-07-2021,62,52.31,527,690,139,79.17,7717,173904,885,56.94,40378,823523,593,74.54,41649,3285785,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
31-07-2021,31,52.31,631,690,145,79.17,8938,202838,949,56.94,35088,813118,541,74.54,41831,3359965,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
01-08-2021,29,52.31,347,690,0,79.17,7447,218932,415,56.94,20353,811726,422,74.54,40134,3741697,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
02-08-2021,37,52.31,484,690,0,79.17,0,274680,544,56.94,18875,773130,422,74.54,30549,3789492,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
03-08-2021,30,52.31,587,690,765,79.17,16954,283591,1237,51.39,32496,801414,562,74.54,42625,4109505,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
04-08-2021,32,52.31,361,690,256,79.17,7295,278446,1072,51.39,40537,874732,533,74.54,42982,4083001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
05-08-2021,28,52.31,428,690,393,79.17,7310,322514,1126,51.39,39484,911755,464,74.54,44643,4212902,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
06-08-2021,15,52.31,449,690,296,79.17,4315,331780,959,51.39,42671,909178,617,74.54,38628,4317321,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
07-08-2021,18,52.31,430,690,234,79.17,12275,346414,999,51.39,39533,894162,491,74.54,39070,4352957,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
08-08-2021,11,52.31,218,690,147,79.17,9904,386265,389,51.39,13894,896296,447,74.54,35499,3953287,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
09-08-2021,28,52.31,320,690,360,79.17,9334,391138,508,51.39,15542,934556,373,74.54,28204,3873638,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10-08-2021,25,52.31,235,690,388,79.17,8043,536898,1268,51.39,35462,963277,497,74.54,38353,3643642,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11-08-2021,17,52.31,278,690,342,79.17,8606,604541,1045,51.39,35443,941864,490,74.54,41195,3693436,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12-08-2021,10,52.31,272,690,326,79.17,5025,689075,1016,51.39,35858,1005004,585,74.54,40120,3754596,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13-08-2021,12,52.31,207,690,275,79.17,9180,690858,892,51.39,32995,1047596,478,74.54,38667,3829222,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14-08-2021,10,52.31,171,690,349,79.17,9716,724312,912,51.39,29302,1112784,493,74.54,36083,4028179,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15-08-2021,11,22.22,92,690,337,79.17,9580,689632,389,51.39,13767,1133990,417,69.64,32937,4280142,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16-08-2021,4,22.22,109,690,367,79.17,8652,697918,414,51.39,18190,1172847,437,69.64,25166,4074816,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
17-08-2021,6,22.22,101,690,331,72.69,9605,532383,1094,51.39,39006,1237295,440,69.62,35178,4265555,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
18-08-2021,12,22.22,120,690,298,72.69,8800,479107,990,51.39,40171,1203909,530,69.61,36401,4388323,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
19-08-2021,4,22.22,48,690,380,72.69,10510,372173,1023,51.39,36013,1197177,540,69.6,36571,4171832,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20-08-2021,7,22.22,37,690,390,72.69,10657,326665,894,51.39,34213,1172732,375,69.58,34457,4179441,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
21-08-2021,11,22.22,49,624,0,72.69,13439,313758,611,51.39,25322,1148006,403,69.57,30948,3673926,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
22-08-2021,5,22.22,14,557,737,72.69,11352,320398,333,51.39,13945,1156612,389,69.56,25072,3651182,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
23-08-2021,6,22.22,72,490,389,72.69,10397,265045,417,51.39,15654,1167533,354,69.55,25467,3360829,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
24-08-2021,7,22.22,77,424,348,72.69,10811,289111,859,51.39,31809,1103706,648,69.54,37593,3346521,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
25-08-2021,7,22.22,62,357,335,72.69,12096,288970,887,51.39,29979,1115804,607,69.51,46164,3663250,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
26-08-2021,3,22.22,100,290,318,72.69,11575,276881,871,51.39,30923,965317,496,69.5,44658,3859226,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
27-08-2021,8,22.22,138,224,386,72.69,17428,290727,818,51.39,27756,936539,509,69.46,46759,4279553,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
28-08-2021,2,22.22,47,224,352,72.69,12103,246463,629,51.39,22947,920070,460,69.44,45083,5031396,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
29-08-2021,6,22.22,26,224,344,72.69,12796,236562,278,51.39,11263,906628,380,69.41,42909,5280964,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30-08-2021,7,18.52,115,224,315,74.54,14224,231785,318,51.39,12801,845410,350,69.4,30941,5838517,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
31-08-2021,2,18.52,72,224,0,74.54,12607,203942,881,51.39,26846,837021,460,69.38,41965,5731637,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
01-09-2021,5,18.52,40,456,804,74.54,11434,182588,697,56.98,25748,796839,509,69.34,47092,6618112,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
02-09-2021,4,18.52,46,689,270,74.54,13197,180624,782,56.93,27023,854225,366,69.32,45352,6785334,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
03-09-2021,0,18.52,69,922,308,74.54,14922,168009,740,56.88,23604,816163,330,69.3,42618,6229826,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
04-09-2021,1,18.52,20,1155,347,74.54,9521,178107,638,56.85,20325,775814,308,69.29,42766,5357602,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
05-09-2021,4,18.52,28,1388,281,74.54,13137,212455,271,56.84,12661,751921,219,69.27,38948,5309393,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
06-09-2021,9,18.52,111,1620,311,74.54,12481,269100,220,56.81,10172,744054,290,69.26,31222,4969300,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
07-09-2021,3,18.52,92,1853,316,74.54,14208,332202,327,56.79,13604,584538,369,69.23,37875,5571703,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
08-09-2021,7,18.52,110,1853,434,72.69,12680,418662,249,56.75,14182,536184,338,63.64,43263,4827757,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
09-09-2021,6,18.52,104,1853,335,72.69,12420,512392,824,56.68,32823,524006,260,63.61,34973,5009528,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10-09-2021,7,18.52,122,1853,275,72.69,13321,624153,636,56.62,16455,532747,308,63.6,33376,4756696,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11-09-2021,3,18.52,20,1853,273,72.69,11932,701490,669,56.58,13762,536950,338,63.57,28591,5424100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12-09-2021,0,18.52,8,1853,261,72.69,12026,754415,299,56.57,7861,539028,219,63.55,27254,5431130,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13-09-2021,2,18.52,104,1853,381,72.69,11172,785183,284,56.52,8648,492604,339,63.51,25404,6026337,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14-09-2021,2,18.52,86,1853,276,72.69,10508,801562,678,56.46,13571,554517,284,63.5,27176,5094044,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15-09-2021,3,18.52,103,1853,250,72.69,10585,816607,801,56.41,13276,562979,431,63.47,30570,4770547,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16-09-2021,9,42.59,78,1853,239,72.69,10489,766115,663,56.37,35447,524624,320,63.43,34403,4592492,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
17-09-2021,3,42.59,126,1853,212,72.69,11521,691491,638,56.3,35337,516855,281,63.4,35662,4734359,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
18-09-2021,0,35.19,0,1853,220,72.69,9373,631486,586,56.27,,510443,309,63.33,30773,5460104,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
19-09-2021,0,35.19,0,1853,233,72.69,10040,565612,248,56.26,9175,509892,295,63.3,30256,5552788,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20-09-2021,13,35.19,98,1853,215,72.69,8681,508641,265,56.23,9285,498508,252,63.26,26115,5216655,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
21-09-2021,0,35.19,127,1853,240,72.69,11692,475073,673,56.17,15380,481807,383,63.23,26964,5814032,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
22-09-2021,0,35.19,45,1853,236,72.69,11527,398113,665,56.12,32583,457914,282,63.21,31923,5543381,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
23-09-2021,0,35.19,43,1853,236,72.69,9472,387513,629,56.07,24917,467529,318,63.16,31382,5480992,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
24-09-2021,0,35.19,160,1853,203,72.69,8537,402777,680,56.02,18665,427742,290,63.12,29616,5888195,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
25-09-2021,0,35.19,0,1853,180,72.69,9706,406213,540,55.99,13863,430739,260,63.1,28326,4624176,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
26-09-2021,0,35.19,0,1853,184,72.69,10011,433241,266,55.97,8856,430265,276,63.08,26041,4199267,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
27-09-2021,1,35.19,112,1853,174,72.69,9362,458566,194,55.94,9345,421200,179,63.03,18795,4677133,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
28-09-2021,1,35.19,21,1853,178,67.13,4589,489423,817,55.89,16884,415634,378,63.01,18870,4212200,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
29-09-2021,3,35.19,35,1853,162,67.13,8758,510659,681,55.84,16885,416402,311,62.98,23529,4233341,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30-09-2021,0,35.19,46,1853,203,67.13,11357,505030,608,55.79,21951,415729,277,62.95,26727,3962856,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
01-10-2021,2,35.19,17,10165,136,64.35,6957,500670,490,55.73,18062,415248,234,62.92,24354,3631657,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
02-10-2021,0,35.19,0,18477,164,64.35,5490,533508,454,55.7,12386,397233,244,62.89,22842,3911681,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
03-10-2021,0,35.19,0,26788,114,64.35,5376,525140,226,55.69,9153,387470,180,62.86,20799,4020389,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
04-10-2021,6,35.19,96,35100,130,64.35,5383,551089,204,55.66,11518,378311,263,62.84,18346,3280500,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
05-10-2021,2,35.19,22,43412,134,64.35,4363,537388,684,55.62,22145,363419,278,62.81,18833,3461757,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
06-10-2021,6,35.19,71,51723,119,64.35,4363,539924,570,55.58,18546,346912,318,62.79,22431,3383231,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
07-10-2021,1,35.19,49,60035,125,64.35,4150,573899,428,55.53,14616,325509,271,62.77,21257,3130783,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
08-10-2021,0,35.19,19,60035,114,64.35,4806,599012,630,55.49,18535,301386,248,62.73,19740,3202444,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
09-10-2021,0,35.19,18,60035,105,64.35,4491,579470,416,55.46,14804,287797,214,62.7,18166,3184126,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10-10-2021,4,35.19,42,60035,113,64.35,3528,582277,151,55.44,8412,287909,193,62.66,18132,3393425,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11-10-2021,3,35.19,32,60035,115,64.35,3619,533213,207,55.42,6993,294373,181,62.64,14313,3295832,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12-10-2021,2,35.19,59,60035,93,64.35,2949,557684,175,55.41,7355,252386,226,59.83,15823,3229814,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13-10-2021,4,35.19,28,60035,106,64.35,3461,600909,206,55.38,8372,212667,246,59.81,18987,3141769,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14-10-2021,4,35.19,55,60035,81,64.35,4151,674918,572,55.32,15232,261071,379,59.79,16862,3038611,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15-10-2021,0,35.19,6,60035,93,64.35,3797,745054,507,55.27,14298,286413,166,59.78,15981,2607833,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16-10-2021,0,35.19,51,60035,88,64.35,3221,836925,465,55.23,9761,304629,144,59.77,14146,2106704,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
17-10-2021,5,35.19,25,60035,63,64.35,3193,940543,128,55.22,6185,303935,166,59.75,13596,1719715,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
18-10-2021,3,36.11,12,60035,75,64.35,3168,1057952,202,45.93,9319,282589,164,59.73,13058,1614490,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
19-10-2021,1,36.11,25,60035,75,64.35,3034,1165770,379,45.89,13233,314167,197,59.69,14623,1636196,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20-10-2021,0,36.11,58,60035,72,64.35,3646,1242489,399,45.83,15708,360571,160,59.64,18454,2125417,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
21-10-2021,2,36.11,32,60035,71,64.35,3636,1206232,466,45.81,16986,278293,231,59.62,15786,2488175,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
22-10-2021,3,36.11,40,60035,56,64.35,3985,1173848,447,45.77,13398,237742,666,59.58,16326,2712636,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
23-10-2021,1,36.11,9,60035,77,64.35,3373,1116170,350,45.75,11905,213792,561,59.56,15906,2870289,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
24-10-2021,2,25,4,60035,53,64.35,4045,1031820,119,45.73,4536,223722,443,59.52,14306,3162850,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
25-10-2021,5,25,96,60035,65,69.91,3639,947448,207,45.66,7827,246100,356,53.95,12428,3115032,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
26-10-2021,2,25,31,60035,64,69.91,3595,820132,403,45.62,13345,246764,585,53.91,13451,3001255,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
27-10-2021,4,25,53,60035,54,71.76,4411,738351,435,45.57,17124,223981,733,53.87,16156,2511233,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
28-10-2021,2,25,42,60035,54,71.76,4892,760533,373,45.53,13686,242327,805,53.84,14348,2297339,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
29-10-2021,1,25,30,60035,56,71.76,4899,779855,408,45.49,12681,247560,549,53.78,14313,2399328,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30-10-2021,3,25,14,60035,64,71.76,5227,737241,216,45.48,10012,243962,446,53.74,12830,2532552,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
31-10-2021,8,25,40,60035,53,71.76,5519,689709,133,45.47,6130,228975,251,53.72,12514,2266631,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
01-11-2021,1,25,34,60035,48,71.76,5598,698287,103,45.46,4626,192879,443,53.69,10423,2448032,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
02-11-2021,0,25,23,60035,74,68.06,5637,673022,152,45.45,5918,149757,311,53.68,11903,2185356,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
03-11-2021,3,25,16,60035,78,68.06,7106,612411,190,45.43,16310,128810,461,53.64,12885,2153869,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
04-11-2021,0,25,40,60035,59,68.06,6580,539559,434,45.39,13247,126392,221,53.63,12729,1960628,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
05-11-2021,0,25,29,60035,70,68.06,7504,497682,382,45.33,12998,131570,392,53.63,10929,1484879,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
06-11-2021,0,25,5,60035,58,68.06,7491,543035,303,45.31,11173,129386,526,53.61,10826,1222343,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
07-11-2021,0,25,0,60035,61,68.06,7646,577691,70,45.3,5661,159818,266,53.59,11478,1095418,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
08-11-2021,4,25,0,60035,67,68.06,7988,556238,120,45.26,6881,191502,332,53.56,10126,1024255,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
09-11-2021,2,25,0,60035,88,68.06,8133,622481,208,45.22,11810,215930,460,47.98,11466,1076829,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10-11-2021,1,25,17,60035,79,68.06,7930,633848,269,45.19,14980,231494,340,47.94,13091,1013613,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11-11-2021,1,25,42,60035,84,68.06,8162,618067,240,45.14,15538,233531,501,47.9,12516,1073489,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12-11-2021,0,25,31,60035,81,68.06,8982,567594,621,45.11,14599,201321,555,47.84,11850,1369346,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13-11-2021,0,25,23,60035,88,68.06,8467,496669,307,45.09,9358,198610,285,47.79,11271,1587602,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14-11-2021,1,25,42,60035,64,68.06,8176,441637,65,45.08,4302,171516,125,49.82,10229,1635938,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15-11-2021,1,25,58,53494,101,68.06,8616,408565,70,45.06,2743,143019,197,49.78,8865,1597522,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16-11-2021,1,25,39,46953,87,70.83,10259,345137,143,45.04,6568,121230,301,49.73,10197,1724044,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
17-11-2021,2,25,90,40412,67,70.83,9849,361197,377,45,13112,120680,470,49.67,11919,1807766,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
